,exonic_length
ENSG00000240898,482
ENSG00000240902,538
ENSG00000240905,300
ENSG00000240912,379
ENSG00000240914,614
ENSG00000240915,548
ENSG00000240919,476
ENSG00000240922,549
ENSG00000240924,846
ENSG00000240925,331
ENSG00000240927,275
ENSG00000240934,412
ENSG00000240935,1286
ENSG00000240936,291
ENSG00000240940,291
ENSG00000240950,632
ENSG00000240951,684
ENSG00000240954,1277
ENSG00000240957,914
ENSG00000240959,732
ENSG00000240960,165
ENSG00000240961,288
ENSG00000240963,638
ENSG00000240964,283
ENSG00000240966,291
ENSG00000240970,434
ENSG00000240972,1574
ENSG00000240973,1255
ENSG00000240974,207
ENSG00000240975,514
ENSG00000240977,302
ENSG00000240980,452
ENSG00000240983,248
ENSG00000240990,9848
ENSG00000240991,473
ENSG00000240992,421
ENSG00000240993,301
ENSG00000240995,466
ENSG00000240996,665
ENSG00000240997,297
ENSG00000241002,434
ENSG00000241003,382
ENSG00000241007,1142
ENSG00000241008,710
ENSG00000241011,356
ENSG00000241014,2809
ENSG00000241015,3662
ENSG00000241018,1486
ENSG00000241020,399
ENSG00000241022,1082
ENSG00000241026,481
ENSG00000241030,451
ENSG00000241032,299
ENSG00000241035,357
ENSG00000241037,303
ENSG00000241042,169
ENSG00000241045,752
ENSG00000241048,600
ENSG00000241052,459
ENSG00000241053,846
ENSG00000241054,431
ENSG00000241057,1141
ENSG00000241058,5319
ENSG00000241059,646
ENSG00000241061,893
ENSG00000241064,282
ENSG00000241067,411
ENSG00000241069,155
ENSG00000241073,382
ENSG00000241074,282
ENSG00000241081,373
ENSG00000241082,252
ENSG00000241084,393
ENSG00000241088,549
ENSG00000241095,1506
ENSG00000241097,318
ENSG00000241098,1804
ENSG00000241101,492
ENSG00000241102,357
ENSG00000241103,330
ENSG00000241104,1952
ENSG00000241105,567
ENSG00000241106,3802
ENSG00000241111,6502
ENSG00000241112,427
ENSG00000241114,306
ENSG00000241119,2366
ENSG00000241120,287
ENSG00000241123,1149
ENSG00000241124,315
ENSG00000241127,3751
ENSG00000241128,1432
ENSG00000241129,812
ENSG00000241130,281
ENSG00000241131,5177
ENSG00000241132,2861
ENSG00000241134,358
ENSG00000241135,8344
ENSG00000241136,1278
ENSG00000241143,406
ENSG00000241144,299
ENSG00000241146,956
ENSG00000241149,1449
ENSG00000241151,577
ENSG00000241152,303
ENSG00000241155,622
ENSG00000241156,278
ENSG00000241157,359
ENSG00000241158,18398
ENSG00000241159,283
ENSG00000241162,307
ENSG00000241163,23937
ENSG00000241166,5250
ENSG00000241168,1829
ENSG00000241169,426
ENSG00000241170,3417
ENSG00000241172,301
ENSG00000241174,291
ENSG00000241175,303
ENSG00000241179,354
ENSG00000241180,441
ENSG00000241183,495
ENSG00000241185,1471
ENSG00000241186,4093
ENSG00000241187,463
ENSG00000241188,290
ENSG00000241198,304
ENSG00000241200,819
ENSG00000241202,266
ENSG00000241203,338
ENSG00000241204,451
ENSG00000241207,281
ENSG00000241211,726
ENSG00000241213,3904
ENSG00000241216,300
ENSG00000241217,296
ENSG00000241218,1367
ENSG00000241219,1250
ENSG00000241220,632
ENSG00000241221,292
ENSG00000241223,296
ENSG00000241224,6127
ENSG00000241225,68
ENSG00000241226,295
ENSG00000241227,297
ENSG00000241228,449
ENSG00000241229,289
ENSG00000241230,301
ENSG00000241231,17714
ENSG00000241233,1184
ENSG00000241241,707
ENSG00000241243,284
ENSG00000241244,376
ENSG00000241246,299
ENSG00000241248,295
ENSG00000241250,554
ENSG00000241251,476
ENSG00000241253,7679
ENSG00000241255,401
ENSG00000241257,187
ENSG00000241258,6687
ENSG00000241261,551
ENSG00000241269,581
ENSG00000241278,1082
ENSG00000241280,2388
ENSG00000241281,377
ENSG00000241282,333
ENSG00000241286,849
ENSG00000241288,14768
ENSG00000241291,294
ENSG00000241293,1546
ENSG00000241294,388
ENSG00000241295,370
ENSG00000241296,10242
ENSG00000241305,1042
ENSG00000241307,600
ENSG00000241313,3734
ENSG00000241316,25453
ENSG00000241317,331
ENSG00000241318,927
ENSG00000241319,567
ENSG00000241322,12547
ENSG00000241324,251
ENSG00000241326,434
ENSG00000241328,1319
ENSG00000241333,275
ENSG00000241334,333
ENSG00000241336,3336
ENSG00000241343,6058
ENSG00000241344,476
ENSG00000241345,2319
ENSG00000241346,204
ENSG00000241347,294
ENSG00000241350,569
ENSG00000241351,390
ENSG00000241352,758
ENSG00000241353,594
ENSG00000241354,387
ENSG00000241356,943
ENSG00000241357,331
ENSG00000241358,1333
ENSG00000241359,553
ENSG00000241360,2202
ENSG00000241361,2240
ENSG00000241362,306
ENSG00000241367,774
ENSG00000241369,20658
ENSG00000241370,3762
ENSG00000241383,1293
ENSG00000241385,516
ENSG00000241386,3118
ENSG00000241388,6035
ENSG00000241391,294
ENSG00000241392,283
ENSG00000241394,4990
ENSG00000241395,295
ENSG00000241397,221
ENSG00000241399,10879
ENSG00000241400,361
ENSG00000241404,3566
ENSG00000241406,296
ENSG00000241408,315
ENSG00000241409,848
ENSG00000241411,630
ENSG00000241413,295
ENSG00000241416,1009
ENSG00000241418,510
ENSG00000241420,292
ENSG00000241423,487
ENSG00000241429,1266
ENSG00000241431,695
ENSG00000241434,150
ENSG00000241438,447
ENSG00000241439,261
ENSG00000241449,13892
ENSG00000241451,240
ENSG00000241456,562
ENSG00000241457,448
ENSG00000241458,617
ENSG00000241461,299
ENSG00000241462,381
ENSG00000241464,152
ENSG00000241468,4535
ENSG00000241469,31398
ENSG00000241472,39008
ENSG00000241473,1068
ENSG00000241475,930
ENSG00000241476,1912
ENSG00000241478,1942
ENSG00000241479,530
ENSG00000241484,6644
ENSG00000241487,295
ENSG00000241489,11873
ENSG00000241490,3761
ENSG00000241493,130
ENSG00000241494,437
ENSG00000241499,313
ENSG00000241505,504
ENSG00000241506,1319
ENSG00000241511,395
ENSG00000241520,974
ENSG00000241524,265
ENSG00000241525,1681
ENSG00000241526,101
ENSG00000241527,897
ENSG00000241529,294
ENSG00000241532,1212
ENSG00000241534,7679
ENSG00000241535,560
ENSG00000241537,932
ENSG00000241539,435
ENSG00000241542,298
ENSG00000241544,11965
ENSG00000241546,347
ENSG00000241547,467
ENSG00000241549,2739
ENSG00000241550,296
ENSG00000241552,293
ENSG00000241553,5249
ENSG00000241556,464
ENSG00000241560,10460
ENSG00000241562,735
ENSG00000241563,912
ENSG00000241566,388
ENSG00000241568,292
ENSG00000241570,6341
ENSG00000241571,1278
ENSG00000241572,1013
ENSG00000241573,393
ENSG00000241577,556
ENSG00000241582,474
ENSG00000241587,297
ENSG00000241588,201
ENSG00000241590,547
ENSG00000241592,171
ENSG00000241593,1254
ENSG00000241595,966
ENSG00000241596,560
ENSG00000241597,578
ENSG00000241598,1838
ENSG00000241599,455
ENSG00000241604,295
ENSG00000241607,545
ENSG00000241612,482
ENSG00000241613,295
ENSG00000241621,2035
ENSG00000241622,480
ENSG00000241625,290
ENSG00000241627,1800
ENSG00000241631,271
ENSG00000241634,508
ENSG00000241635,5303
ENSG00000241636,572
ENSG00000241640,465
ENSG00000241641,429
ENSG00000241644,4905
ENSG00000241648,764
ENSG00000241651,598
ENSG00000241652,295
ENSG00000241654,580
ENSG00000241656,379
ENSG00000241657,406
ENSG00000241661,587
ENSG00000241665,286
ENSG00000241666,2521
ENSG00000241667,747
ENSG00000241668,588
ENSG00000241669,531
ENSG00000241671,566
ENSG00000241673,257
ENSG00000241674,10242
ENSG00000241678,478
ENSG00000241679,916
ENSG00000241680,374
ENSG00000241684,9771
ENSG00000241685,3320
ENSG00000241690,1863
ENSG00000241693,273
ENSG00000241695,520
ENSG00000241696,5533
ENSG00000241697,2565
ENSG00000241701,846
ENSG00000241709,299
ENSG00000241713,2861
ENSG00000241717,2895
ENSG00000241720,804
ENSG00000241721,305
ENSG00000241722,319
ENSG00000241723,612
ENSG00000241728,1031
ENSG00000241735,5689
ENSG00000241738,1950
ENSG00000241739,479
ENSG00000241741,795
ENSG00000241743,350607
ENSG00000241744,735
ENSG00000241745,315
ENSG00000241746,627
ENSG00000241749,3041
ENSG00000241754,4250
ENSG00000241755,407
ENSG00000241756,296
ENSG00000241757,297
ENSG00000241764,7699
ENSG00000241765,339
ENSG00000241767,1385
ENSG00000241769,8660
ENSG00000241770,318
ENSG00000241772,1182
ENSG00000241776,910
ENSG00000241777,96
ENSG00000241779,5012
ENSG00000241782,473
ENSG00000241785,283
ENSG00000241787,1366
ENSG00000241788,229
ENSG00000241789,286
ENSG00000241790,1784
ENSG00000241791,287
ENSG00000241792,488
ENSG00000241794,675
ENSG00000241804,552
ENSG00000241807,220
ENSG00000241808,386
ENSG00000241809,570
ENSG00000241810,273
ENSG00000241815,746
ENSG00000241818,886
ENSG00000241821,294
ENSG00000241822,914
ENSG00000241825,676
ENSG00000241828,327
ENSG00000241829,463
ENSG00000241832,1912
ENSG00000241834,280
ENSG00000241837,5840
ENSG00000241838,1122
ENSG00000241839,6929
ENSG00000241846,152
ENSG00000241852,7759
ENSG00000241853,388
ENSG00000241859,5338
ENSG00000241860,8798
ENSG00000241861,992
ENSG00000241863,5012
ENSG00000241866,297
ENSG00000241868,270
ENSG00000241869,272
ENSG00000241870,591
ENSG00000241874,408
ENSG00000241877,590
ENSG00000241878,15367
ENSG00000241879,267
ENSG00000241880,470
ENSG00000241881,382
ENSG00000241882,543
ENSG00000241884,2632
ENSG00000241886,560
ENSG00000241888,819
ENSG00000241889,733
ENSG00000241890,561
ENSG00000241891,597
ENSG00000241899,510
ENSG00000241905,315
ENSG00000241907,354
ENSG00000241910,3118
ENSG00000241911,406
ENSG00000241912,380
ENSG00000241913,169
ENSG00000241917,458
ENSG00000241921,639
ENSG00000241923,621
ENSG00000241926,744
ENSG00000241929,1018
ENSG00000241932,323
ENSG00000241933,2917
ENSG00000241935,5607
ENSG00000241939,304
ENSG00000241941,402
ENSG00000241942,339
ENSG00000241943,284
ENSG00000241945,8374
ENSG00000241946,160
ENSG00000241947,1045
ENSG00000241950,441
ENSG00000241954,442
ENSG00000241956,16962
ENSG00000241959,288
ENSG00000241961,557
ENSG00000241962,2314
ENSG00000241963,297
ENSG00000241964,277
ENSG00000241965,579
ENSG00000241973,18323
ENSG00000241975,317
ENSG00000241981,462
ENSG00000241983,295
ENSG00000241984,738
ENSG00000241985,449
ENSG00000241990,1126
ENSG00000241991,357
ENSG00000241992,318
ENSG00000241993,210
ENSG00000241997,294
ENSG00000242001,148
ENSG00000242009,5676
ENSG00000242012,326
ENSG00000242014,306
ENSG00000242017,793
ENSG00000242019,1683
ENSG00000242020,309
ENSG00000242021,968
ENSG00000242022,2009
ENSG00000242028,11660
ENSG00000242029,259
ENSG00000242034,371
ENSG00000242036,305
ENSG00000242038,3578
ENSG00000242039,470
ENSG00000242041,330
ENSG00000242042,961
ENSG00000242044,307
ENSG00000242048,2999
ENSG00000242049,1795
ENSG00000242052,624
ENSG00000242058,735
ENSG00000242060,789
ENSG00000242061,437
ENSG00000242062,896
ENSG00000242065,288
ENSG00000242066,264
ENSG00000242067,578
ENSG00000242068,1164
ENSG00000242070,600
ENSG00000242071,800
ENSG00000242072,735
ENSG00000242073,519
ENSG00000242076,702
ENSG00000242078,302
ENSG00000242079,296
ENSG00000242080,299
ENSG00000242082,11032
ENSG00000242083,797
ENSG00000242085,353
ENSG00000242086,58989
ENSG00000242087,305
ENSG00000242088,251
ENSG00000242092,10242
ENSG00000242094,3537
ENSG00000242097,2264
ENSG00000242100,619
ENSG00000242101,297
ENSG00000242102,297
ENSG00000242103,949
ENSG00000242104,1592
ENSG00000242107,735
ENSG00000242109,848
ENSG00000242110,11516
ENSG00000242111,5935
ENSG00000242113,284
ENSG00000242114,4297
ENSG00000242118,295
ENSG00000242119,167
ENSG00000242120,3101
ENSG00000242121,260
ENSG00000242123,305
ENSG00000242125,4993
ENSG00000242134,708
ENSG00000242135,450
ENSG00000242136,960
ENSG00000242137,533
ENSG00000242138,308
ENSG00000242140,230
ENSG00000242142,808
ENSG00000242145,551
ENSG00000242147,2315
ENSG00000242151,269
ENSG00000242152,945
ENSG00000242153,4099
ENSG00000242154,544
ENSG00000242156,173
ENSG00000242158,297
ENSG00000242159,1866
ENSG00000242162,441
ENSG00000242163,400
ENSG00000242165,298
ENSG00000242169,648
ENSG00000242170,298
ENSG00000242173,2793
ENSG00000242175,299
ENSG00000242176,154
ENSG00000242178,349
ENSG00000242182,298
ENSG00000242186,823
ENSG00000242190,373
ENSG00000242193,6072
ENSG00000242195,1191
ENSG00000242197,291
ENSG00000242198,346
ENSG00000242199,336
ENSG00000242201,297
ENSG00000242206,345
ENSG00000242207,776
ENSG00000242208,893
ENSG00000242209,403
ENSG00000242214,338
ENSG00000242216,298
ENSG00000242220,20500
ENSG00000242221,3221
ENSG00000242222,276
ENSG00000242227,5250
ENSG00000242229,779
ENSG00000242236,286
ENSG00000242241,295
ENSG00000242242,4639
ENSG00000242244,408
ENSG00000242246,200
ENSG00000242247,4259
ENSG00000242248,783
ENSG00000242251,296
ENSG00000242252,1431
ENSG00000242255,155
ENSG00000242256,289
ENSG00000242258,2608
ENSG00000242259,10047
ENSG00000242261,1029
ENSG00000242262,615
ENSG00000242265,25253
ENSG00000242266,294
ENSG00000242267,2388
ENSG00000242268,3141
ENSG00000242272,404
ENSG00000242276,888
ENSG00000242278,780
ENSG00000242279,793
ENSG00000242280,1509
ENSG00000242281,291
ENSG00000242282,2969
ENSG00000242285,842
ENSG00000242288,3791
ENSG00000242289,215
ENSG00000242290,2041
ENSG00000242291,317
ENSG00000242292,155
ENSG00000242293,158
ENSG00000242294,3572
ENSG00000242295,339
ENSG00000242296,263
ENSG00000242299,458
ENSG00000242307,347
ENSG00000242308,157
ENSG00000242314,493
ENSG00000242315,297
ENSG00000242317,559
ENSG00000242318,473
ENSG00000242320,477
ENSG00000242321,389
ENSG00000242324,1714
ENSG00000242325,397
ENSG00000242326,507
ENSG00000242327,452
ENSG00000242329,275
ENSG00000242330,269
ENSG00000242335,7679
ENSG00000242337,2508
ENSG00000242338,2171
ENSG00000242339,712
ENSG00000242341,296
ENSG00000242348,280
ENSG00000242352,2543
ENSG00000242353,498
ENSG00000242358,247
ENSG00000242360,288
ENSG00000242361,4739
ENSG00000242362,1295
ENSG00000242364,408
ENSG00000242365,341
ENSG00000242366,2402
ENSG00000242370,453
ENSG00000242371,396
ENSG00000242372,3054
ENSG00000242375,471
ENSG00000242381,288
ENSG00000242385,1450
ENSG00000242386,10242
ENSG00000242387,369
ENSG00000242389,2717
ENSG00000242390,856
ENSG00000242391,378
ENSG00000242393,712
ENSG00000242396,573
ENSG00000242398,279
ENSG00000242399,353
ENSG00000242405,510
ENSG00000242407,530
ENSG00000242411,609
ENSG00000242412,1943
ENSG00000242417,551
ENSG00000242419,8652
ENSG00000242423,477
ENSG00000242428,9734
ENSG00000242430,271
ENSG00000242431,504
ENSG00000242435,507
ENSG00000242436,292
ENSG00000242439,417
ENSG00000242440,6754
ENSG00000242441,3293
ENSG00000242444,1050
ENSG00000242445,798
ENSG00000242456,765
ENSG00000242457,1263
ENSG00000242461,373
ENSG00000242472,48
ENSG00000242473,1322
ENSG00000242474,16973
ENSG00000242477,650
ENSG00000242479,2047
ENSG00000242482,298
ENSG00000242483,280
ENSG00000242485,4112
ENSG00000242488,957
ENSG00000242493,306
ENSG00000242498,9840
ENSG00000242507,1968
ENSG00000242509,303
ENSG00000242510,380
ENSG00000242511,470
ENSG00000242512,52230
ENSG00000242515,4026
ENSG00000242516,8938
ENSG00000242520,941
ENSG00000242522,501
ENSG00000242524,959
ENSG00000242525,1014
ENSG00000242527,278
ENSG00000242529,208
ENSG00000242531,130
ENSG00000242534,699
ENSG00000242536,2061
ENSG00000242537,2124
ENSG00000242539,3018
ENSG00000242540,2557
ENSG00000242545,696
ENSG00000242547,288
ENSG00000242550,3374
ENSG00000242551,987
ENSG00000242552,442
ENSG00000242553,518
ENSG00000242559,294
ENSG00000242560,296
ENSG00000242561,298
ENSG00000242562,1329
ENSG00000242565,297
ENSG00000242568,585
ENSG00000242571,482
ENSG00000242573,892
ENSG00000242574,9447
ENSG00000242575,1280
ENSG00000242578,660
ENSG00000242580,530
ENSG00000242583,707
ENSG00000242586,224
ENSG00000242588,1539
ENSG00000242590,400
ENSG00000242593,25012
ENSG00000242595,433
ENSG00000242598,519
ENSG00000242599,835
ENSG00000242600,2101
ENSG00000242602,317
ENSG00000242607,780
ENSG00000242608,427
ENSG00000242609,837
ENSG00000242610,885
ENSG00000242611,1363
ENSG00000242612,10477
ENSG00000242613,306
ENSG00000242614,302
ENSG00000242615,2038
ENSG00000242616,1198
ENSG00000242618,966
ENSG00000242622,3712
ENSG00000242628,5465
ENSG00000242634,391
ENSG00000242635,447
ENSG00000242636,477
ENSG00000242638,294
ENSG00000242640,170
ENSG00000242641,11682
ENSG00000242650,265
ENSG00000242651,297
ENSG00000242653,295
ENSG00000242654,377
ENSG00000242657,308
ENSG00000242659,301
ENSG00000242660,155
ENSG00000242661,780
ENSG00000242667,497
ENSG00000242668,328
ENSG00000242670,346
ENSG00000242671,7811
ENSG00000242673,301
ENSG00000242675,426
ENSG00000242683,515
ENSG00000242685,5267
ENSG00000242686,3793
ENSG00000242688,300
ENSG00000242689,1900
ENSG00000242692,470
ENSG00000242696,341
ENSG00000242697,850
ENSG00000242699,296
ENSG00000242703,1556
ENSG00000242705,2786
ENSG00000242706,437
ENSG00000242707,266
ENSG00000242709,329
ENSG00000242711,4490
ENSG00000242715,11032
ENSG00000242719,281
ENSG00000242726,5088
ENSG00000242727,411
ENSG00000242728,271
ENSG00000242729,552
ENSG00000242731,847
ENSG00000242732,8441
ENSG00000242735,740
ENSG00000242736,283
ENSG00000242737,358
ENSG00000242741,3211
ENSG00000242747,475
ENSG00000242748,466
ENSG00000242752,71
ENSG00000242753,1647
ENSG00000242756,330
ENSG00000242757,450
ENSG00000242759,40633
ENSG00000242764,296
ENSG00000242766,530
ENSG00000242767,673
ENSG00000242768,358
ENSG00000242769,297
ENSG00000242770,914
ENSG00000242771,272
ENSG00000242775,382
ENSG00000242779,17009
ENSG00000242781,2505
ENSG00000242790,441
ENSG00000242791,1006
ENSG00000242793,478
ENSG00000242794,279
ENSG00000242795,510
ENSG00000242797,1886
ENSG00000242798,570
ENSG00000242802,21821
ENSG00000242807,432
ENSG00000242808,81840
ENSG00000242810,370
ENSG00000242811,298
ENSG00000242814,405
ENSG00000242816,3700
ENSG00000242818,291
ENSG00000242828,400
ENSG00000242829,347
ENSG00000242834,790
ENSG00000242836,780
ENSG00000242837,480
ENSG00000242841,1337
ENSG00000242849,1075
ENSG00000242850,444
ENSG00000242852,5902
ENSG00000242853,289
ENSG00000242854,487
ENSG00000242855,289
ENSG00000242856,909
ENSG00000242858,601
ENSG00000242860,293
ENSG00000242861,346
ENSG00000242863,318
ENSG00000242865,296
ENSG00000242866,14496
ENSG00000242875,2435
ENSG00000242876,278
ENSG00000242880,5832
ENSG00000242882,892
ENSG00000242887,48
ENSG00000242888,813
ENSG00000242889,285
ENSG00000242893,296
ENSG00000242894,291
ENSG00000242899,737
ENSG00000242902,555
ENSG00000242908,981
ENSG00000242911,360
ENSG00000242912,297
ENSG00000242915,105
ENSG00000242922,477
ENSG00000242925,406
ENSG00000242928,302
ENSG00000242931,707
ENSG00000242936,341
ENSG00000242941,493
ENSG00000242943,581
ENSG00000242945,471
ENSG00000242948,2405
ENSG00000242950,10384
ENSG00000242951,401
ENSG00000242952,886
ENSG00000242953,132
ENSG00000242958,315
ENSG00000242960,549
ENSG00000242963,350
ENSG00000242968,707
ENSG00000242970,344
ENSG00000242971,276
ENSG00000242973,697
ENSG00000242976,298
ENSG00000242978,488
ENSG00000242979,391
ENSG00000242983,1044
ENSG00000242985,297
ENSG00000242986,422
ENSG00000242989,253
ENSG00000242990,585
ENSG00000242991,744
ENSG00000242992,552
ENSG00000242993,405
ENSG00000242995,320
ENSG00000242998,292
ENSG00000242999,299
ENSG00000243003,914
ENSG00000243004,4300
ENSG00000243005,268
ENSG00000243007,495
ENSG00000243008,1697
ENSG00000243009,5012
ENSG00000243011,288
ENSG00000243014,341
ENSG00000243015,281
ENSG00000243016,687
ENSG00000243018,214
ENSG00000243020,743
ENSG00000243022,726
ENSG00000243023,381
ENSG00000243024,2595
ENSG00000243025,817
ENSG00000243027,293
ENSG00000243029,295
ENSG00000243033,998
ENSG00000243035,275
ENSG00000243038,712
ENSG00000243040,3189
ENSG00000243044,165
ENSG00000243048,548
ENSG00000243049,341
ENSG00000243050,336
ENSG00000243051,304
ENSG00000243053,378
ENSG00000243055,649
ENSG00000243056,690
ENSG00000243058,155
ENSG00000243059,295
ENSG00000243062,852
ENSG00000243063,443
ENSG00000243064,13166
ENSG00000243066,299
ENSG00000243067,4457
ENSG00000243069,17817
ENSG00000243071,479
ENSG00000243072,208
ENSG00000243073,1836
ENSG00000243075,287
ENSG00000243081,1561
ENSG00000243083,13451
ENSG00000243085,201
ENSG00000243089,2968
ENSG00000243094,403
ENSG00000243095,1163
ENSG00000243099,542
ENSG00000243101,725
ENSG00000243103,290
ENSG00000243104,287
ENSG00000243107,1587
ENSG00000243115,294
ENSG00000243116,877
ENSG00000243122,412
ENSG00000243124,290
ENSG00000243125,296
ENSG00000243129,346
ENSG00000243130,10088
ENSG00000243135,2359
ENSG00000243136,268
ENSG00000243137,12109
ENSG00000243141,478
ENSG00000243144,4322
ENSG00000243147,2793
ENSG00000243149,1779
ENSG00000243150,4841
ENSG00000243154,767
ENSG00000243155,2422
ENSG00000243156,31107
ENSG00000243160,791
ENSG00000243164,373
ENSG00000243165,193
ENSG00000243167,496
ENSG00000243171,535
ENSG00000243173,284
ENSG00000243175,2128
ENSG00000243176,10500
ENSG00000243179,813
ENSG00000243181,474
ENSG00000243187,281
ENSG00000243188,922
ENSG00000243189,5267
ENSG00000243193,2480
ENSG00000243195,251
ENSG00000243197,8624
ENSG00000243199,869
