,exon_chrom_end
ENSG00000111229,110437152
ENSG00000230233,18614565
ENSG00000116649,11060018
ENSG00000224141,18738025
ENSG00000266981,35188636
ENSG00000280688,614117
ENSG00000224874,33509840
ENSG00000205677,33536588
ENSG00000231602,33559831
ENSG00000259844,60656649
ENSG00000056678,33562220
ENSG00000178125,67013096
ENSG00000274211,38361775
ENSG00000273323,28784002
ENSG00000272907,28838994
ENSG00000274296,402043
ENSG00000259564,61834777
ENSG00000273122,28862035
ENSG00000285863,61861625
ENSG00000272629,28863339
ENSG00000229714,28889895
ENSG00000227559,28896719
ENSG00000120500,70268372
ENSG00000131386,16175690
ENSG00000280978,613884
ENSG00000181264,120325368
ENSG00000280666,524963
ENSG00000258312,98292445
ENSG00000281861,524332
ENSG00000121022,67056560
ENSG00000241790,201623430
ENSG00000178997,41230697
ENSG00000280993,195708259
ENSG00000227680,102987378
ENSG00000155755,201642944
ENSG00000224095,102984429
ENSG00000170417,102737013
ENSG00000274677,84086590
ENSG00000140943,84058044
ENSG00000198618,18858276
ENSG00000279156,18917429
ENSG00000261178,60928541
ENSG00000232193,18935859
ENSG00000286086,185499538
ENSG00000285018,154374727
ENSG00000278503,54778083
ENSG00000224631,61055964
ENSG00000274036,54824736
ENSG00000226204,18967058
ENSG00000286653,61642577
ENSG00000265690,67163852
ENSG00000235965,19047684
ENSG00000229289,19130691
ENSG00000237756,163260208
ENSG00000226818,19246392
ENSG00000232892,163161841
ENSG00000232995,163308577
ENSG00000135722,67160056
ENSG00000279878,61526602
ENSG00000108797,42682896
ENSG00000286364,453725
ENSG00000250073,124759413
ENSG00000274276,6458055
ENSG00000149564,124762290
ENSG00000143248,163152716
ENSG00000234132,201031231
ENSG00000178035,49024976
ENSG00000278933,43499836
ENSG00000267716,44040140
ENSG00000081248,201112451
ENSG00000186971,30431026
ENSG00000105879,107744176
ENSG00000233640,30436964
ENSG00000267765,42699466
ENSG00000074266,86245343
ENSG00000186970,30440945
ENSG00000184451,42681843
ENSG00000253280,19257334
ENSG00000253557,19259469
ENSG00000184351,30480367
ENSG00000267042,42680401
ENSG00000186965,30487436
ENSG00000277527,102895745
ENSG00000254201,19246450
ENSG00000254242,19091888
ENSG00000244025,30492013
ENSG00000274232,54811893
ENSG00000186967,30497165
ENSG00000250316,19238727
ENSG00000231620,19301877
ENSG00000186977,30502141
ENSG00000287133,201643625
ENSG00000230198,19594108
ENSG00000271486,19621545
ENSG00000019582,150412751
ENSG00000229336,19740150
ENSG00000183496,82046018
ENSG00000215353,19760128
ENSG00000233480,19900043
ENSG00000213830,69313872
ENSG00000233236,20258820
ENSG00000183323,69332801
ENSG00000241597,98954972
ENSG00000248489,98929311
ENSG00000233676,20388845
ENSG00000285550,44215064
ENSG00000170892,54190162
ENSG00000267573,44322257
ENSG00000259518,82088728
ENSG00000241764,107743595
ENSG00000267337,44531655
ENSG00000236377,32905779
ENSG00000249444,99489940
ENSG00000229210,29636297
ENSG00000147127,70282591
ENSG00000276041,54794617
ENSG00000254492,102154725
ENSG00000223904,111435024
ENSG00000276503,54763255
ENSG00000260802,111511834
ENSG00000273931,54841000
ENSG00000272434,49029706
ENSG00000229939,111619094
ENSG00000257580,98318349
ENSG00000225031,111621489
ENSG00000236189,111624726
ENSG00000215003,15932294
ENSG00000287045,142723881
ENSG00000239641,142656745
ENSG00000286056,98421507
ENSG00000134597,130402037
ENSG00000205464,82279878
ENSG00000163914,129529094
ENSG00000120756,142596509
ENSG00000096384,44247195
ENSG00000237841,30510497
ENSG00000235312,30514799
ENSG00000277899,44523074
ENSG00000234439,20426206
ENSG00000218125,30526701
ENSG00000285654,16253130
ENSG00000236612,30537381
ENSG00000233206,20430762
ENSG00000186925,30541864
ENSG00000243695,39174513
ENSG00000276738,20598163
ENSG00000231102,41720688
ENSG00000244362,30561314
ENSG00000238244,90349197
ENSG00000279980,90349437
ENSG00000106714,39288138
ENSG00000206106,30590397
ENSG00000165898,74493845
ENSG00000112561,41689811
ENSG00000212938,30593075
ENSG00000186930,30598902
ENSG00000113396,128538068
ENSG00000204315,32130288
ENSG00000141425,35993300
ENSG00000245498,124801045
ENSG00000258769,74483435
ENSG00000186924,30601382
ENSG00000157617,41901652
ENSG00000184724,30613930
ENSG00000119655,74493307
ENSG00000244624,30616699
ENSG00000070814,150357854
ENSG00000206105,30620850
ENSG00000254509,124791660
ENSG00000279342,124792818
ENSG00000215006,69334249
ENSG00000254941,124808269
ENSG00000184032,30635619
ENSG00000120458,124800673
ENSG00000271045,69350445
ENSG00000235750,175192776
ENSG00000206104,30643136
ENSG00000248634,128664046
ENSG00000274929,48532599
ENSG00000139687,48304049
ENSG00000138829,128659185
ENSG00000281690,33842311
ENSG00000220154,79278427
ENSG00000286042,79313384
ENSG00000277069,33940223
ENSG00000180879,153794585
ENSG00000205784,4902896
ENSG00000230687,175204849
ENSG00000233946,175297240
ENSG00000026751,160739356
ENSG00000217786,79327207
ENSG00000218029,79354713
ENSG00000271454,39160319
ENSG00000226625,39155056
ENSG00000198218,49094071
ENSG00000164406,132873751
ENSG00000260990,175307412
ENSG00000116147,175743595
ENSG00000262048,79406774
ENSG00000090889,70290150
ENSG00000223660,54199971
ENSG00000131548,22145079
ENSG00000236951,22105869
ENSG00000236012,111380571
ENSG00000218748,79437167
ENSG00000231533,79420404
ENSG00000258411,63762149
ENSG00000135338,79537430
ENSG00000140009,64294410
ENSG00000169800,22182948
ENSG00000235628,175556818
ENSG00000281919,33956490
ENSG00000067829,153794512
ENSG00000224579,54209418
ENSG00000180758,9129102
ENSG00000249189,54247322
ENSG00000244482,54242768
ENSG00000277783,79464999
ENSG00000223957,31902419
ENSG00000273428,30436247
ENSG00000230137,30440318
ENSG00000221930,130496588
ENSG00000274775,130523536
ENSG00000204310,32173115
ENSG00000228526,9182392
ENSG00000287160,130497833
ENSG00000234546,9182316
ENSG00000273741,79448236
ENSG00000282623,79434606
ENSG00000273605,79385673
ENSG00000271677,130545744
ENSG00000278697,79354713
ENSG00000260018,84117571
ENSG00000068985,49695984
ENSG00000281421,168820656
ENSG00000240198,56940177
ENSG00000133067,202194201
ENSG00000101951,49829296
ENSG00000248393,82546310
ENSG00000248870,82587411
ENSG00000249100,82766333
ENSG00000163947,56801967
ENSG00000240411,82778586
ENSG00000248105,82825184
ENSG00000281327,82859936
ENSG00000233456,48573317
ENSG00000248112,82921119
ENSG00000249857,82940983
ENSG00000103811,78945046
ENSG00000136161,48533233
ENSG00000180176,2170770
ENSG00000248400,82969110
ENSG00000249664,83013109
ENSG00000271862,83050964
ENSG00000185418,101724473
ENSG00000120509,70289979
ENSG00000183431,37990022
ENSG00000174695,83077394
ENSG00000231053,70362374
ENSG00000204442,107867496
ENSG00000152422,83077615
ENSG00000276740,107466674
ENSG00000227248,107835451
ENSG00000224924,20727326
ENSG00000274855,3033288
ENSG00000233579,202841781
ENSG00000240761,202773935
ENSG00000232654,3045800
ENSG00000217707,3049211
ENSG00000229282,3056024
ENSG00000274718,107873372
ENSG00000163596,202871642
ENSG00000286343,107868926
ENSG00000257332,63272336
ENSG00000170889,54200888
ENSG00000258117,63360037
ENSG00000225216,205763953
ENSG00000227873,17769398
ENSG00000227179,111391819
ENSG00000267496,43917963
ENSG00000267166,43927388
ENSG00000243385,83201745
ENSG00000251552,83280644
ENSG00000282199,43917399
ENSG00000240804,147591835
ENSG00000239661,147846657
ENSG00000203463,31903058
ENSG00000217686,98610876
ENSG00000267420,43927760
ENSG00000239922,147940116
ENSG00000233549,98629989
ENSG00000261514,43938397
ENSG00000229159,22184243
ENSG00000204314,32149857
ENSG00000006042,32928237
ENSG00000204580,30888814
ENSG00000131831,17861298
ENSG00000196391,90352411
ENSG00000285085,32154373
ENSG00000284954,32153908
ENSG00000242628,24214425
ENSG00000167968,2236960
ENSG00000241404,32164657
ENSG00000103248,86552146
ENSG00000213655,123236370
ENSG00000225615,22198536
ENSG00000169679,110678063
ENSG00000259262,90386063
ENSG00000198399,24360309
ENSG00000214770,64336569
ENSG00000270912,63808732
ENSG00000259780,2236913
ENSG00000168944,123423403
ENSG00000171444,113294949
ENSG00000167967,2223770
ENSG00000277684,48341330
ENSG00000198542,101452931
ENSG00000238086,48320475
ENSG00000287599,48532049
ENSG00000177197,48328564
ENSG00000233610,48578088
ENSG00000139679,48444667
ENSG00000221988,32153636
ENSG00000227825,98457145
ENSG00000150394,62021602
ENSG00000245017,98503855
ENSG00000054654,63909227
ENSG00000240898,3665702
ENSG00000127774,3668899
ENSG00000225062,218367835
ENSG00000040531,3637316
ENSG00000127838,218270602
ENSG00000257167,98516422
ENSG00000146197,35214503
ENSG00000120802,98516146
ENSG00000215380,35374474
ENSG00000255004,35281915
ENSG00000272374,35224630
ENSG00000272202,57080101
ENSG00000275801,160776608
ENSG00000186451,57060786
ENSG00000274562,160780140
ENSG00000172795,112976986
ENSG00000250230,61588615
ENSG00000156395,104641954
ENSG00000223533,31201882
ENSG00000243742,61615128
ENSG00000110436,35419558
ENSG00000287536,182278746
ENSG00000115252,182522577
ENSG00000236111,45781957
ENSG00000255947,61655702
ENSG00000258388,32154404
ENSG00000237281,218357966
ENSG00000250539,123402344
ENSG00000226387,104666200
ENSG00000158428,218356909
ENSG00000229975,102003310
ENSG00000276012,101717642
ENSG00000102466,102401774
ENSG00000230580,218354572
ENSG00000212122,113434989
ENSG00000232633,113323273
ENSG00000260410,84120243
ENSG00000281625,169725854
ENSG00000223894,33075225
ENSG00000148019,78236603
ENSG00000281410,169725539
ENSG00000226111,30662579
ENSG00000232802,33081901
ENSG00000282218,117573571
ENSG00000224718,175877594
ENSG00000215399,101802488
ENSG00000231068,30718777
ENSG00000135926,218279353
ENSG00000225429,33106003
ENSG00000227740,175921057
ENSG00000279702,102300272
ENSG00000288078,186224503
ENSG00000234445,102367641
ENSG00000223696,33121230
ENSG00000236860,102263202
ENSG00000164465,117453897
ENSG00000268798,1441938
ENSG00000272143,102395703
ENSG00000187005,30755428
ENSG00000243319,102394519
ENSG00000230134,33122855
ENSG00000236400,30742595
ENSG00000187026,30747259
ENSG00000272825,44936954
ENSG00000183250,44939913
ENSG00000260600,61693750
ENSG00000260115,61918399
ENSG00000285798,148079637
ENSG00000236675,155231009
ENSG00000241131,148078257
ENSG00000280261,62342557
ENSG00000237901,62357746
ENSG00000231589,62596564
ENSG00000260332,62808706
ENSG00000215351,20828622
ENSG00000261502,63129654
ENSG00000230777,175922145
ENSG00000269986,63066990
ENSG00000231737,30661880
ENSG00000187446,41256990
ENSG00000275368,169751559
ENSG00000059145,1414704
ENSG00000103160,84135605
ENSG00000047936,117425855
ENSG00000178804,129543306
ENSG00000235081,54229573
ENSG00000269524,54224881
ENSG00000204577,54222782
ENSG00000177628,155241249
ENSG00000287349,183726199
ENSG00000283383,183765721
ENSG00000145113,195769152
ENSG00000116690,186296293
ENSG00000277181,54858711
ENSG00000103855,73699718
ENSG00000140575,90388396
ENSG00000260132,1408892
ENSG00000090581,1361955
ENSG00000248206,183987930
ENSG00000283355,184016382
ENSG00000173320,183960290
ENSG00000233648,108694893
ENSG00000235644,108712900
ENSG00000285660,148090462
ENSG00000173276,42002961
ENSG00000241792,148093207
ENSG00000083454,3696096
ENSG00000250726,184073039
ENSG00000219703,117432053
ENSG00000242440,148289043
ENSG00000047932,117602511
ENSG00000183617,3762818
ENSG00000287433,184100526
ENSG00000164303,184217873
ENSG00000047410,186375253
ENSG00000173976,3772211
ENSG00000173275,135344835
ENSG00000244650,148161076
ENSG00000205412,148167298
ENSG00000237232,42009584
ENSG00000285557,148591927
ENSG00000275832,38428548
ENSG00000240159,184255330
ENSG00000243347,148280098
ENSG00000267148,3776182
ENSG00000287872,82114356
ENSG00000206356,99525462
ENSG00000164729,35194523
ENSG00000229015,135396461
ENSG00000077152,202341936
ENSG00000167741,4559760
ENSG00000227762,99532816
ENSG00000260425,1361405
ENSG00000249515,99549532
ENSG00000178947,135422730
ENSG00000248236,99594740
ENSG00000248928,99595297
ENSG00000225769,135438634
ENSG00000233411,167458661
ENSG00000237382,18312835
ENSG00000198821,167518538
ENSG00000250391,99949583
ENSG00000273988,135447368
ENSG00000271158,135465484
ENSG00000224941,31206912
ENSG00000177302,18307159
ENSG00000105609,54257301
ENSG00000103222,15949799
ENSG00000165359,135521103
ENSG00000066583,129095048
ENSG00000262921,4565854
ENSG00000262519,4572515
ENSG00000226181,117453525
ENSG00000287218,167455491
ENSG00000215641,28923978
ENSG00000259658,101745983
ENSG00000102119,154379566
ENSG00000273160,167459891
ENSG00000282130,29411093
ENSG00000266947,35242963
ENSG00000273564,29720617
ENSG00000276170,38452399
ENSG00000287811,79537712
ENSG00000166750,35243143
ENSG00000240296,54268532
ENSG00000219273,38764694
ENSG00000225235,135520674
ENSG00000220076,38928153
ENSG00000272485,780214
ENSG00000108849,43941299
ENSG00000249963,99997932
ENSG00000287293,760936
ENSG00000281925,29376383
ENSG00000272463,711405
ENSG00000282503,29518158
ENSG00000270232,100046374
ENSG00000188996,656963
ENSG00000270230,100046970
ENSG00000261745,53126146
ENSG00000271687,100048785
ENSG00000271727,711600
ENSG00000124721,38715415
ENSG00000270906,100050362
ENSG00000270350,100050650
ENSG00000230433,524312
ENSG00000230172,14767440
ENSG00000271480,100051063
ENSG00000219712,670307
ENSG00000270388,100051916
ENSG00000131379,14675252
ENSG00000270307,100052597
ENSG00000282201,424543
ENSG00000271911,762881
ENSG00000270225,100053539
ENSG00000227776,167519625
ENSG00000271207,100055045
ENSG00000112685,693139
ENSG00000267364,35313706
ENSG00000238188,130646325
ENSG00000147206,103093143
ENSG00000165675,130656695
ENSG00000131042,54277939
ENSG00000261970,79553160
ENSG00000206526,28944014
ENSG00000286274,129153668
ENSG00000272137,79561602
ENSG00000232227,192645383
ENSG00000235541,28970448
ENSG00000279659,79575530
ENSG00000243286,28986864
ENSG00000229395,192630014
ENSG00000225368,28986217
ENSG00000259660,101751745
ENSG00000267271,35344564
ENSG00000064687,1055939
ENSG00000169260,29005301
ENSG00000259236,101781989
ENSG00000143162,167553805
ENSG00000115266,1453142
ENSG00000198478,79631506
ENSG00000241067,16095209
ENSG00000227765,184299640
ENSG00000232963,24330674
ENSG00000180712,184353977
ENSG00000226242,192774416
ENSG00000233747,24334765
ENSG00000227418,192750028
ENSG00000198108,129905631
ENSG00000228000,18312651
ENSG00000131096,44004469
ENSG00000287628,85937548
ENSG00000251680,129905917
ENSG00000235357,79807225
ENSG00000259177,90397881
ENSG00000249421,129461076
ENSG00000228163,33234820
ENSG00000153294,47686015
ENSG00000249400,123469429
ENSG00000163898,185552588
ENSG00000248610,130141950
ENSG00000261199,63181071
ENSG00000279772,123509187
ENSG00000186367,129748355
ENSG00000232237,201127184
ENSG00000250995,118770857
ENSG00000115648,237487437
ENSG00000260658,63618046
ENSG00000262903,3658092
ENSG00000131724,118727362
ENSG00000213977,3668578
ENSG00000145808,129527831
ENSG00000261743,63369209
ENSG00000188176,4593171
ENSG00000004399,129606818
ENSG00000279225,63397946
ENSG00000257950,3696194
ENSG00000241808,63351149
ENSG00000226241,103089277
ENSG00000233662,98641239
ENSG00000229234,22209443
ENSG00000215560,22298876
ENSG00000276043,4903645
ENSG00000164393,47677885
ENSG00000233972,33233970
ENSG00000149091,46333487
ENSG00000229295,33230245
ENSG00000103671,64387788
ENSG00000122224,160796311
ENSG00000124915,61757649
ENSG00000119559,1479201
ENSG00000171204,85628688
ENSG00000160256,44940186
ENSG00000153201,108719678
ENSG00000149485,61817003
ENSG00000238021,27258902
ENSG00000231502,31788841
ENSG00000230445,27251793
ENSG00000262412,27243384
ENSG00000267317,1458580
ENSG00000049239,9235066
ENSG00000274455,100067954
ENSG00000261831,179941796
ENSG00000260360,179954440
ENSG00000228659,131039846
ENSG00000171621,9293071
ENSG00000259864,63703665
ENSG00000261014,63730312
ENSG00000131771,39626940
ENSG00000278830,27313905
ENSG00000215409,27341252
ENSG00000134365,196888208
ENSG00000230930,33170405
ENSG00000082293,69866640
ENSG00000234058,30057369
ENSG00000230336,31215620
ENSG00000160710,154608186
ENSG00000229635,93384998
ENSG00000251463,118194751
ENSG00000162896,206946466
ENSG00000164100,118033911
ENSG00000249096,184369870
ENSG00000230982,46654022
ENSG00000285920,41284110
ENSG00000160310,46635763
ENSG00000137804,41320988
ENSG00000233477,105685865
ENSG00000213260,105687051
ENSG00000227171,30065777
ENSG00000274580,54882526
ENSG00000276467,17900333
ENSG00000154099,84145564
ENSG00000177946,89972534
ENSG00000229940,22307951
ENSG00000115592,218831816
ENSG00000225066,17934823
ENSG00000223959,89972765
ENSG00000225882,18104644
ENSG00000243040,22308970
ENSG00000286358,193170802
ENSG00000259247,22331024
ENSG00000231029,167591846
ENSG00000229209,103176260
ENSG00000242439,30831318
ENSG00000219085,69706160
ENSG00000241666,167630674
ENSG00000231231,38333364
ENSG00000198771,167630429
ENSG00000177324,18220886
ENSG00000154134,124876460
ENSG00000281976,82298909
ENSG00000231150,38931371
ENSG00000103168,84187049
ENSG00000134780,61680504
ENSG00000276807,73731711
ENSG00000237902,22402568
ENSG00000227623,103276138
ENSG00000286290,103362612
ENSG00000236596,103495238
ENSG00000205363,73752747
ENSG00000232658,193257757
ENSG00000260469,73752396
ENSG00000137270,53148841
ENSG00000134759,36141201
ENSG00000085465,111427735
ENSG00000220918,79855632
ENSG00000235218,193277614
ENSG00000285586,79868640
ENSG00000224219,193730689
ENSG00000233835,79871886
ENSG00000168216,69699124
ENSG00000184140,101803545
ENSG00000182854,101812272
ENSG00000280278,86557299
ENSG00000232459,101829679
ENSG00000265334,30863028
ENSG00000096088,41747397
ENSG00000134825,61790603
ENSG00000176692,86569728
ENSG00000176208,30832413
ENSG00000260944,86567761
ENSG00000161653,44005089
ENSG00000234623,29657249
ENSG00000247556,41284110
ENSG00000275374,100381398
ENSG00000233296,677473
ENSG00000176678,86576454
ENSG00000233970,693235
ENSG00000226941,22403582
ENSG00000279142,86597639
ENSG00000151353,677406
ENSG00000260387,86637145
ENSG00000124920,61752790
ENSG00000273957,100389147
ENSG00000261161,86646363
ENSG00000162897,206970460
ENSG00000104147,41332591
ENSG00000286868,193867788
ENSG00000260142,193899394
ENSG00000280360,688348
ENSG00000259396,41343450
ENSG00000227713,731195
ENSG00000140598,82262734
